latitude,longitude,measured_on,number of days reported,precipitation monthlies
36.372,-109.6243,01-03-2001,31,54
36.372,-109.6243,01-06-2002,30,0
36.372,-109.6243,01-07-2002,31,64
41.7296,-88.1266,01-12-2004,31,10.7
41.7408,-88.1331,01-09-2005,30,73.6
42.0142,-85.4936,01-10-2006,31,124.7
42.0142,-85.4936,01-10-2007,31,109
33.6675,-84.0178,01-02-2000,29,71.4
33.6675,-84.0178,01-11-2000,30,146.1
33.6675,-84.0178,01-02-2001,28,135.3
33.6675,-84.0178,01-03-2001,31,307.6
33.6675,-84.0178,01-04-2001,30,256.7
33.6675,-84.0178,01-05-2001,31,61.5
33.6675,-84.0178,01-09-2001,30,34.7
33.6675,-84.0178,01-10-2001,31,29.5
33.6675,-84.0178,01-11-2001,30,55
33.6675,-84.0178,01-12-2001,31,58.6
33.6675,-84.0178,01-01-2002,31,168
33.6675,-84.0178,01-02-2002,28,106.6
33.6675,-84.0178,01-03-2002,31,131.6
33.6675,-84.0178,01-04-2002,30,54.6
33.6675,-84.0178,01-06-2002,30,81.4
33.6675,-84.0178,01-08-2002,31,44.2
33.6675,-84.0178,01-11-2002,30,122.2
33.6675,-84.0178,01-01-2003,31,64.1
33.6675,-84.0178,01-02-2003,28,190
33.6675,-84.0178,01-03-2003,31,392.8
33.6675,-84.0178,01-04-2003,30,63.7
33.6675,-84.0178,01-09-2003,30,78.3
33.6675,-84.0178,01-10-2003,31,56.5
33.6675,-84.0178,01-11-2003,30,115.9
33.6675,-84.0178,01-12-2003,31,79.9
33.6675,-84.0178,01-01-2004,31,60.4
33.6675,-84.0178,01-02-2004,29,204.6
33.6675,-84.0178,01-04-2004,30,17.5
33.6675,-84.0178,01-05-2004,31,85.4
41.801008,-71.408769,01-01-2018,31,118.2
41.801008,-71.408769,01-02-2018,28,119
41.801008,-71.408769,01-04-2018,30,132
41.801008,-71.408769,01-05-2018,31,42.8
41.801008,-71.408769,01-10-2018,31,124.6
41.801008,-71.408769,01-11-2018,30,213.6
41.801008,-71.408769,01-01-2019,31,142.8
41.801008,-71.408769,01-02-2019,28,67.4
41.801008,-71.408769,01-03-2019,31,56.8
41.801008,-71.408769,01-04-2019,30,123.2
41.801008,-71.408769,01-05-2019,31,65
41.801008,-71.408769,01-09-2019,30,35.6
41.801008,-71.408769,01-10-2019,31,83.4
41.801008,-71.408769,01-12-2019,31,108.6
41.801008,-71.408769,01-01-2020,31,26.4
41.801008,-71.408769,01-02-2020,29,46
41.801008,-71.408769,01-04-2020,30,131.6
41.801008,-71.408769,01-05-2020,31,45
47.4851,-122.1112,01-01-2010,31,103.4
47.4851,-122.1112,01-01-2013,31,70
47.4851,-122.1112,01-08-2013,31,21.4
47.4851,-122.1112,01-06-2014,30,6.4
47.4851,-122.1112,01-07-2014,31,12.1
47.4851,-122.1112,01-08-2014,31,29.3
47.4851,-122.1112,01-09-2014,30,31
47.4851,-122.1112,01-02-2015,28,31.5
47.4851,-122.1112,01-04-2015,30,12
47.4851,-122.1112,01-10-2015,31,38.1
47.4851,-122.1112,01-01-2016,31,36.3
47.4851,-122.1112,01-05-2017,31,78.2
47.4851,-122.1112,01-06-2017,30,30.4
47.4851,-122.1112,01-10-2017,31,83.1
47.4851,-122.1112,01-12-2017,31,110.7
47.4851,-122.1112,01-05-2019,31,16.5
47.4851,-122.1112,01-10-2019,31,79.1
39.8885,-74.8253,01-12-2016,31,17.8
39.8885,-74.8253,01-10-2017,31,103.7
39.8885,-74.8253,01-12-2017,31,17.3
39.8885,-74.8253,01-04-2018,30,68
39.8885,-74.8253,01-05-2018,31,94.5
39.8885,-74.8253,01-07-2018,31,88.2
39.8885,-74.8253,01-10-2018,31,85.9
39.8885,-74.8253,01-12-2019,31,137.1
39.8885,-74.8253,01-02-2020,29,59.2
39.8885,-74.8253,01-04-2020,30,78.4
39.8885,-74.8253,01-07-2020,31,167.6
29.342,-98.8325,01-11-2000,30,191.8
29.342,-98.8325,01-04-2001,30,107.3
29.342,-98.8325,01-06-2001,30,87.8
29.342,-98.8325,01-07-2001,31,8.3
29.342,-98.8325,01-08-2001,31,139.4
29.342,-98.8325,01-10-2001,31,52.8
29.342,-98.8325,01-11-2001,30,96.3
29.342,-98.8325,01-12-2001,31,67.1
29.342,-98.8325,01-02-2002,28,3.3
29.342,-98.8325,01-03-2002,31,0.1
37.2771,-122.1064,01-03-2005,31,103.6
37.2771,-122.1064,01-02-2006,28,82.5
33.45853,-86.9116,01-01-2008,31,129.3
41.4488,-75.6018,01-05-2000,31,119.2
41.4488,-75.6018,01-07-2000,31,82.1
41.4488,-75.6018,01-08-2000,31,72.3
41.4488,-75.6018,01-09-2000,30,66.5
41.4488,-75.6018,01-11-2000,30,55.6
41.4488,-75.6018,01-12-2000,31,48
41.4488,-75.6018,01-01-2001,31,18.9
41.4488,-75.6018,01-02-2001,28,28.9
41.4488,-75.6018,01-03-2001,31,284
41.4488,-75.6018,01-05-2001,31,55.1
41.4488,-75.6018,01-06-2001,30,94.2
41.4488,-75.6018,01-10-2001,31,37
41.4488,-75.6018,01-11-2001,30,42.5
41.4488,-75.6018,01-12-2001,31,47.8
41.4488,-75.6018,01-01-2002,31,18.5
41.4488,-75.6018,01-02-2002,28,26.7
36.583,-120.0242,01-02-2000,29,122
36.583,-120.0242,01-03-2000,31,27.2
36.583,-120.0242,01-06-2000,30,11.2
36.583,-120.0242,01-02-2001,28,44.2
36.583,-120.0242,01-06-2001,30,0
36.583,-120.0242,01-08-2001,31,0
45.5897,-94.1483,01-05-2001,31,98.8
45.5897,-94.1483,01-06-2001,30,75
45.5897,-94.1483,01-07-2001,31,28.3
45.5897,-94.1483,01-08-2001,31,34.7
45.5897,-94.1483,01-09-2001,30,44.5
45.5897,-94.1483,01-10-2001,31,31.9
45.5897,-94.1483,01-11-2001,30,50.5
45.5897,-94.1483,01-12-2001,31,1.5
45.5897,-94.1483,01-01-2002,31,0
45.5897,-94.1483,01-02-2002,28,12.7
45.5897,-94.1483,01-03-2002,31,0.3
45.5897,-94.1483,01-04-2002,30,63.2
45.5897,-94.1483,01-05-2002,31,50.2
45.5897,-94.1483,01-07-2002,31,174
45.5897,-94.1483,01-08-2002,31,137.4
45.5897,-94.1483,01-09-2002,30,185
45.5897,-94.1483,01-10-2002,31,73.8
45.5897,-94.1483,01-11-2002,30,3.1
45.5897,-94.1483,01-12-2002,31,4.4
45.5897,-94.1483,01-01-2003,31,5.7
45.5897,-94.1483,01-02-2003,28,9.4
45.5897,-94.1483,01-04-2003,30,113
45.5897,-94.1483,01-05-2003,31,62.2
45.5897,-94.1483,01-06-2003,30,91.1
45.5897,-94.1483,01-08-2003,31,18.1
45.5897,-94.1483,01-09-2003,30,85.7
45.5897,-94.1483,01-10-2003,31,28.2
45.5897,-94.1483,01-11-2003,30,4.1
45.5897,-94.1483,01-12-2003,31,0.4
45.5897,-94.1483,01-01-2004,31,0.4
45.5897,-94.1483,01-02-2004,29,3.2
45.5897,-94.1483,01-03-2004,31,22.2
45.5897,-94.1483,01-04-2004,30,33.7
37.9643,-91.8318,01-11-2014,30,8.5
37.9643,-91.8318,01-12-2014,31,21.6
37.9643,-91.8318,01-10-2015,31,40.5
37.9643,-91.8318,01-11-2015,30,93.4
37.9643,-91.8318,01-12-2015,31,67.4
37.9643,-91.8318,01-01-2016,31,14.8
37.9643,-91.8318,01-02-2016,29,12.9
37.9643,-91.8318,01-03-2016,31,33.5
37.9643,-91.8318,01-04-2016,30,129.8
37.9643,-91.8318,01-05-2016,31,119.7
37.9643,-91.8318,01-07-2016,31,79.7
37.9643,-91.8318,01-08-2016,31,169.5
37.9643,-91.8318,01-09-2016,30,125.2
37.9643,-91.8318,01-10-2016,31,48.5
37.9643,-91.8318,01-11-2016,30,26.6
37.9643,-91.8318,01-12-2016,31,27.6
37.9643,-91.8318,01-01-2017,31,25.2
37.9643,-91.8318,01-02-2017,28,6.5
37.9643,-91.8318,01-03-2017,31,57.6
37.9643,-91.8318,01-04-2017,30,135.2
37.9643,-91.8318,01-05-2017,31,76.4
37.9643,-91.8318,01-06-2017,30,94.5
37.9643,-91.8318,01-07-2017,31,160.1
37.9643,-91.8318,01-09-2017,30,29.3
37.9643,-91.8318,01-10-2017,31,132.9
37.9643,-91.8318,01-11-2017,30,1
37.9643,-91.8318,01-12-2017,31,2.8
37.9643,-91.8318,01-01-2018,31,17.7
37.9643,-91.8318,01-05-2018,31,86.5
37.9643,-91.8318,01-07-2018,31,31.8
37.9643,-91.8318,01-08-2018,31,182.6
37.9643,-91.8318,01-09-2018,30,52.5
37.9643,-91.8318,01-10-2018,31,154.8
37.9643,-91.8318,01-11-2018,30,12.3
37.9643,-91.8318,01-12-2018,31,64.2
37.9643,-91.8318,01-01-2019,31,7.5
37.9643,-91.8318,01-02-2019,28,34.2
37.9643,-91.8318,01-03-2019,31,76.2
37.9643,-91.8318,01-04-2019,30,54.4
37.9643,-91.8318,01-05-2019,31,332.2
37.9643,-91.8318,01-06-2019,30,100.9
37.9643,-91.8318,01-07-2019,31,132.9
37.9643,-91.8318,01-08-2019,31,170.9
37.9643,-91.8318,01-09-2019,30,158.2
37.9643,-91.8318,01-10-2019,31,50.7
37.9643,-91.8318,01-11-2019,30,15.8
37.9643,-91.8318,01-12-2019,31,27.7
37.9643,-91.8318,01-01-2020,31,20.5
37.9643,-91.8318,01-02-2020,29,6.8
37.9643,-91.8318,01-03-2020,31,80.3
37.9643,-91.8318,01-04-2020,30,83.1
37.9643,-91.8318,01-06-2020,30,72.8
37.9643,-91.8318,01-07-2020,31,260.3
37.9643,-91.8318,01-08-2020,31,50.2
47.9792,-122.2008,01-04-2016,30,0.2
36.1303,-86.8367,01-04-2000,30,150.9
43.2992,-73.6356,01-01-2000,31,80.4
43.2992,-73.6356,01-03-2000,31,53.4
43.2992,-73.6356,01-05-2000,31,150
43.2992,-73.6356,01-11-2000,30,76.3
43.2992,-73.6356,01-10-2002,31,107.3
43.2992,-73.6356,01-06-2003,30,55.3
43.2992,-73.6356,01-10-2003,31,140.9
43.2992,-73.6356,01-10-2004,31,35.9
39.220502,-77.246475,01-05-2019,31,27.9
39.220502,-77.246475,01-09-2019,30,1.7
39.220502,-77.246475,01-10-2019,31,23.4
39.220502,-77.246475,01-11-2019,30,21.8
39.220502,-77.246475,01-12-2019,31,18.9
39.220502,-77.246475,01-02-2020,29,64
39.220502,-77.246475,01-04-2020,30,52.6
40.803491,-74.449542,01-12-2016,31,30
40.803491,-74.449542,01-05-2017,31,106.1
40.803491,-74.449542,01-06-2017,30,62.5
40.803491,-74.449542,01-09-2017,30,90.6
40.803491,-74.449542,01-10-2017,31,124.5
40.803491,-74.449542,01-12-2017,31,17.9
40.803491,-74.449542,01-04-2018,30,96.1
40.803491,-74.449542,01-05-2018,31,65.5
40.803491,-74.449542,01-07-2018,31,151.9
40.803491,-74.449542,01-08-2018,31,214.9
40.803491,-74.449542,01-09-2018,30,99.6
40.803491,-74.449542,01-11-2018,30,119.7
40.803491,-74.449542,01-12-2018,31,110
40.803491,-74.449542,01-05-2019,31,165.5
40.803491,-74.449542,01-10-2019,31,125.5
40.803491,-74.449542,01-11-2019,30,36.5
40.803491,-74.449542,01-12-2019,31,115.5
40.803491,-74.449542,01-02-2020,29,66.9
40.803491,-74.449542,01-04-2020,30,93.9
40.803491,-74.449542,01-06-2020,30,74.5
40.803491,-74.449542,01-08-2020,31,103.2
30.6962,-88.0532,01-03-2000,31,1526.2
30.6962,-88.0532,01-04-2000,30,279.1
30.6962,-88.0532,01-06-2000,30,102.7
30.6962,-88.0532,01-08-2000,31,55.6
30.6962,-88.0532,01-09-2000,30,121.5
30.6962,-88.0532,01-10-2000,31,12.6
30.6962,-88.0532,01-11-2000,30,245.9
30.6962,-88.0532,01-12-2001,31,68.6
30.6962,-88.0532,01-01-2002,31,92
30.6962,-88.0532,01-08-2002,31,19.9
30.6962,-88.0532,01-01-2004,31,115
30.6962,-88.0532,01-03-2004,31,0.1
30.6962,-88.0532,01-04-2004,30,111.4
30.6962,-88.0532,01-07-2004,31,117.3
30.6962,-88.0532,01-11-2004,30,191.4
30.6962,-88.0532,01-01-2005,31,40.4
40.902,-81.1092,01-09-2004,30,89.3
40.902,-81.1092,01-02-2005,28,33
40.902,-81.1092,01-04-2005,30,1551
40.902,-81.1092,01-07-2005,31,105.3
40.902,-81.1092,01-08-2005,31,97.7
39.984,-76.1732,01-11-2015,30,27.9
39.984,-76.1732,01-12-2015,31,57.6
39.984,-76.1732,01-02-2016,29,176
39.984,-76.1732,01-06-2016,30,59.2
39.984,-76.1732,01-08-2016,31,31.5
39.984,-76.1732,01-10-2016,31,17.4
39.984,-76.1732,01-04-2017,30,48.7
39.984,-76.1732,01-05-2017,31,98.1
39.984,-76.1732,01-08-2017,31,91.3
39.984,-76.1732,01-10-2017,31,148.4
39.984,-76.1732,01-11-2017,30,46.6
39.984,-76.1732,01-12-2017,31,28.9
39.984,-76.1732,01-01-2018,31,84.7
39.984,-76.1732,01-02-2018,28,100.5
39.984,-76.1732,01-04-2018,30,104.1
39.984,-76.1732,01-05-2018,31,99.4
39.984,-76.1732,01-06-2018,30,148.6
39.984,-76.1732,01-07-2018,31,219.3
39.984,-76.1732,01-08-2018,31,187.5
39.984,-76.1732,01-11-2018,30,178.2
39.984,-76.1732,01-01-2019,31,91.7
39.984,-76.1732,01-02-2019,28,65.1
41.840943,-71.393495,01-09-2018,30,192.4
41.840943,-71.393495,01-10-2018,31,93.8
41.840943,-71.393495,01-01-2019,31,108.6
41.840943,-71.393495,01-02-2019,28,52
41.840943,-71.393495,01-03-2019,31,37.2
41.840943,-71.393495,01-04-2019,30,106.6
41.840943,-71.393495,01-05-2019,31,61.6
41.840943,-71.393495,01-06-2019,30,64.6
41.840943,-71.393495,01-07-2019,31,63.6
41.840943,-71.393495,01-08-2019,31,39.6
41.840943,-71.393495,01-09-2019,30,47.6
41.840943,-71.393495,01-02-2020,29,40.6
41.840943,-71.393495,01-03-2020,31,55.8
41.840943,-71.393495,01-04-2020,30,88.2
41.840943,-71.393495,01-05-2020,31,45
41.840943,-71.393495,01-06-2020,30,41.2
41.840943,-71.393495,01-07-2020,31,32.6
40.0501,-104.5335,01-04-2019,30,12.8
40.0501,-104.5335,01-05-2019,31,99.6
40.0501,-104.5335,01-06-2019,30,42.8
40.0501,-104.5335,01-07-2019,31,55.2
40.0501,-104.5335,01-08-2019,31,9.6
40.0501,-104.5335,01-09-2019,30,11.8
40.0501,-104.5335,01-10-2019,31,4.8
40.0501,-104.5335,01-11-2019,30,5.2
40.0501,-104.5335,01-12-2019,31,2.4
40.0501,-104.5335,01-01-2020,31,2.4
40.0501,-104.5335,01-02-2020,29,3.8
40.0501,-104.5335,01-03-2020,31,31.2
40.0501,-104.5335,01-04-2020,30,4.8
40.0501,-104.5335,01-05-2020,31,44
40.0501,-104.5335,01-06-2020,30,21.8
40.0501,-104.5335,01-07-2020,31,19
40.0501,-104.5335,01-08-2020,31,0.8
40.0353,-105.2441,01-02-2018,28,10
40.0353,-105.2441,01-04-2018,30,21.6
40.0353,-105.2441,01-05-2018,31,98.5
40.0353,-105.2441,01-06-2018,30,51.5
40.0353,-105.2441,01-07-2018,31,33.9
40.0353,-105.2441,01-08-2018,31,12.7
40.0353,-105.2441,01-09-2018,30,22.6
40.0353,-105.2441,01-10-2018,31,34.9
40.0353,-105.2441,01-11-2018,30,12.8
40.0353,-105.2441,01-07-2019,31,47.9
40.0353,-105.2441,01-08-2019,31,5.6
40.0353,-105.2441,01-09-2019,30,24.1
40.0353,-105.2441,01-10-2019,31,25.9
40.0353,-105.2441,01-12-2019,31,4.3
40.0353,-105.2441,01-02-2020,29,18.3
40.0353,-105.2441,01-03-2020,31,36.4
40.035,-105.2431,01-05-2012,31,2072.8
40.035,-105.2431,01-08-2012,31,233.6
40.035,-105.2431,01-12-2012,31,0
40.035,-105.2431,01-01-2013,31,23.1
40.035,-105.2431,01-02-2013,28,38.6
40.035,-105.2431,01-06-2013,30,1692.9
40.035,-105.2431,01-07-2013,31,1142.7
40.035,-105.2431,01-12-2013,31,17
40.035,-105.2431,01-01-2014,31,56.3
46.3468,-85.5182,01-02-2001,28,1
46.3468,-85.5182,01-05-2001,31,85.1
31.393,-85.9222,01-11-2007,30,110
31.393,-85.9222,01-04-2009,30,144.1
31.393,-85.9222,01-01-2010,31,142.4
31.393,-85.9222,01-02-2010,28,125.2
37.0625,-76.4128,01-03-2000,31,73.7
37.0625,-76.4128,01-04-2000,30,78.7
43.3752,-72.178,01-09-2017,30,39.4
43.3752,-72.178,01-10-2017,31,87.8
43.3752,-72.178,01-11-2017,30,19.4
43.3752,-72.178,01-12-2017,31,22.4
43.3752,-72.178,01-02-2018,28,33
43.3752,-72.178,01-04-2018,30,63
43.3752,-72.178,01-05-2018,31,25
43.3752,-72.178,01-06-2018,30,38.8
43.3752,-72.178,01-07-2018,31,69.8
43.3752,-72.178,01-08-2018,31,82.2
43.3752,-72.178,01-09-2018,30,56.2
43.3752,-72.178,01-10-2018,31,80.4
43.3752,-72.178,01-01-2019,31,37.2
43.3752,-72.178,01-02-2019,28,25.8
43.3752,-72.178,01-03-2019,31,19.2
43.3752,-72.178,01-10-2019,31,99.4
43.3752,-72.178,01-12-2019,31,38.8
43.3752,-72.178,01-01-2020,31,47.8
43.3752,-72.178,01-02-2020,29,31.8
43.3752,-72.178,01-03-2020,31,43.4
43.3752,-72.178,01-04-2020,30,76.4
43.3752,-72.178,01-05-2020,31,30.4
43.3752,-72.178,01-06-2020,30,10
43.3752,-72.178,01-07-2020,31,3.8
43.3752,-72.178,01-08-2020,31,0
31.33042,-85.59577,01-03-2009,31,432
36.1972,-92.2688,01-09-2003,30,60.6
36.1972,-92.2688,01-12-2003,31,84.7
36.1972,-92.2688,01-01-2004,31,44.5
36.1972,-92.2688,01-02-2004,29,24.4
36.1972,-92.2688,01-03-2004,31,47
36.1972,-92.2688,01-04-2004,30,167.5
36.1972,-92.2688,01-05-2004,31,67.2
36.1972,-92.2688,01-07-2004,31,65.4
36.1972,-92.2688,01-09-2004,30,0.3
36.1972,-92.2688,01-11-2004,30,126.3
36.1972,-92.2688,01-01-2005,31,93.4
36.1972,-92.2688,01-03-2005,31,72.5
36.1972,-92.2688,01-04-2005,30,125.9
36.1972,-92.2688,01-05-2005,31,29.9
36.1972,-92.2688,01-06-2005,30,19.3
36.1972,-92.2688,01-07-2005,31,44.1
36.1972,-92.2688,01-08-2005,31,79.2
36.1972,-92.2688,01-04-2006,30,76.6
36.1972,-92.2688,01-05-2006,31,62.6
36.1972,-92.2688,01-09-2006,30,157.4
36.1972,-92.2688,01-04-2007,30,62.2
36.1972,-92.2688,01-07-2007,31,62
36.1972,-92.2688,01-08-2007,31,6.4
36.1972,-92.2688,01-11-2007,30,16.2
36.1972,-92.2688,01-12-2007,31,144.2
36.1972,-92.2688,01-01-2008,31,8
36.1972,-92.2688,01-05-2008,31,106.4
36.1972,-92.2688,01-06-2008,30,69.4
36.1972,-92.2688,01-09-2008,30,174.8
36.1972,-92.2688,01-11-2008,30,47.2
36.1972,-92.2688,01-01-2009,31,36
36.1972,-92.2688,01-02-2009,28,55.4
36.1972,-92.2688,01-05-2009,31,170.8
36.1972,-92.2688,01-06-2009,30,86.6
36.1972,-92.2688,01-07-2009,31,75
36.1972,-92.2688,01-08-2009,31,38.4
36.1972,-92.2688,01-11-2009,30,0
36.1972,-92.2688,01-12-2009,31,0
36.1972,-92.2688,01-01-2010,31,0
36.1972,-92.2688,01-02-2010,28,0
36.1972,-92.2688,01-05-2010,31,0
36.1972,-92.2688,01-06-2010,30,0
36.1972,-92.2688,01-07-2010,31,0
36.1972,-92.2688,01-09-2011,30,0
36.1972,-92.2688,01-11-2011,30,0
36.1972,-92.2688,01-12-2011,31,0
36.1972,-92.2688,01-02-2000,29,84.8
36.1972,-92.2688,01-03-2000,31,45.2
36.1972,-92.2688,01-09-2000,30,65.1
36.1972,-92.2688,01-10-2000,31,66.4
36.1972,-92.2688,01-11-2000,30,129.1
36.1972,-92.2688,01-01-2001,31,33.7
36.1972,-92.2688,01-02-2001,28,146.8
36.1972,-92.2688,01-03-2001,31,34
36.1972,-92.2688,01-04-2001,30,36.7
36.1972,-92.2688,01-05-2001,31,74.7
36.1972,-92.2688,01-06-2001,30,52.5
36.1972,-92.2688,01-07-2001,31,137.8
36.1972,-92.2688,01-08-2001,31,33.7
36.1972,-92.2688,01-09-2001,30,87.2
36.1972,-92.2688,01-10-2001,31,55.9
36.1972,-92.2688,01-11-2001,30,107.1
36.1972,-92.2688,01-12-2001,31,147.1
36.1972,-92.2688,01-01-2002,31,159.7
36.1972,-92.2688,01-02-2002,28,25.3
36.1972,-92.2688,01-03-2002,31,306
36.1972,-92.2688,01-04-2002,30,100
36.1972,-92.2688,01-05-2002,31,199.7
36.1972,-92.2688,01-06-2002,30,97.4
36.1972,-92.2688,01-07-2002,31,67.9
36.1972,-92.2688,01-08-2002,31,106.5
36.1972,-92.2688,01-09-2002,30,75.7
36.1972,-92.2688,01-10-2002,31,76.5
36.1972,-92.2688,01-11-2002,30,38
36.1972,-92.2688,01-12-2002,31,131.1
36.1972,-92.2688,01-01-2003,31,16.4
36.1972,-92.2688,01-02-2003,28,84.6
36.1972,-92.2688,01-03-2003,31,37.8
36.1972,-92.2688,01-04-2003,30,68.1
36.1972,-92.2688,01-05-2003,31,157.5
36.1972,-92.2688,01-06-2003,30,50.1
36.1972,-92.2688,01-07-2003,31,60.6
36.1972,-92.2688,01-08-2003,31,100.3
36.1972,-92.2688,01-09-2003,30,68.1
36.1972,-92.2688,01-10-2003,31,89.3
36.1972,-92.2688,01-11-2003,30,140.3
36.1972,-92.2688,01-12-2003,31,103.9
36.1972,-92.2688,01-01-2004,31,57.8
36.1972,-92.2688,01-02-2004,29,29.2
36.1972,-92.2688,01-03-2004,31,61.6
36.1972,-92.2688,01-04-2004,30,223.5
36.1972,-92.2688,01-05-2004,31,79.6
36.1972,-92.2688,01-07-2004,31,84
36.1972,-92.2688,01-08-2004,31,70.9
36.1972,-92.2688,01-09-2004,30,0.4
36.1972,-92.2688,01-10-2004,31,219.8
36.1972,-92.2688,01-11-2004,30,174
36.1972,-92.2688,01-12-2004,31,47.4
36.1972,-92.2688,01-01-2005,31,129.3
36.1972,-92.2688,01-02-2005,28,67.1
36.1972,-92.2688,01-03-2005,31,92.2
36.1972,-92.2688,01-04-2005,30,154.4
36.1972,-92.2688,01-05-2005,31,34.1
36.1972,-92.2688,01-06-2005,30,24.5
36.1972,-92.2688,01-07-2005,31,61.5
36.1972,-92.2688,01-08-2005,31,95.5
36.1972,-92.2688,01-09-2005,30,89.5
36.1972,-92.2688,01-10-2005,31,6.5
36.1972,-92.2688,01-11-2005,30,106.1
36.1972,-92.2688,01-01-2006,31,103.5
36.1972,-92.2688,01-02-2006,28,25.8
36.1972,-92.2688,01-03-2006,31,80.1
36.1972,-92.2688,01-04-2006,30,109.6
36.1972,-92.2688,01-05-2006,31,56.3
36.1972,-92.2688,01-08-2006,31,162.8
36.1972,-92.2688,01-10-2006,31,131.4
36.1972,-92.2688,01-11-2006,30,226.9
36.1972,-92.2688,01-01-2007,31,114.1
36.1972,-92.2688,01-02-2007,28,85.7
36.1972,-92.2688,01-03-2007,31,34.7
36.1972,-92.2688,01-04-2007,30,91.3
36.1972,-92.2688,01-05-2007,31,39.4
36.1972,-92.2688,01-06-2007,30,119.3
36.1972,-92.2688,01-08-2007,31,8.5
36.1972,-92.2688,01-09-2007,30,32
36.1972,-92.2688,01-10-2007,31,82.9
36.1972,-92.2688,01-11-2007,30,18.8
36.1972,-92.2688,01-12-2007,31,186.6
36.1972,-92.2688,01-01-2008,31,17.5
36.1972,-92.2688,01-02-2008,29,92.5
36.1972,-92.2688,01-05-2008,31,115.6
36.1972,-92.2688,01-07-2008,31,123.2
36.1972,-92.2688,01-08-2008,31,58.2
36.1972,-92.2688,01-09-2008,30,209.7
36.1972,-92.2688,01-11-2008,30,45.4
36.1972,-92.2688,01-02-2009,28,48.5
36.1972,-92.2688,01-03-2009,31,99.5
36.1972,-92.2688,01-04-2009,30,72.9
36.1972,-92.2688,01-05-2009,31,196.7
36.1972,-92.2688,01-06-2009,30,108.2
36.1972,-92.2688,01-11-2009,30,41.7
36.197,-92.2671,01-12-2005,31,11.3
36.1948,-92.1853,01-07-2005,31,0
36.1948,-92.1853,01-08-2005,31,90.8
36.1948,-92.1853,01-09-2005,30,91.9
36.1948,-92.1853,01-10-2005,31,5.3
36.1948,-92.1853,01-07-2006,31,0
36.1948,-92.1853,01-08-2006,31,0
36.1948,-92.1853,01-09-2006,30,0
36.1948,-92.1853,01-10-2006,31,0
36.21338,-92.3228,01-10-2005,31,3
36.21338,-92.3228,01-11-2005,30,102.4
36.21338,-92.3228,01-01-2006,31,96.9
36.21338,-92.3228,01-03-2006,31,115.6
36.21338,-92.3228,01-07-2006,31,158
36.21338,-92.3228,01-08-2006,31,198.2
36.21338,-92.3228,01-09-2006,30,154.8
36.21338,-92.3228,01-10-2006,31,84.4
36.2385,-92.3168,01-07-2005,31,0
36.2385,-92.3168,01-08-2005,31,98.3
36.2385,-92.3168,01-09-2005,30,91.7
36.2385,-92.3168,01-10-2005,31,3
41.5573,-71.4465,01-04-2001,30,157.2
45.937,-89.255,01-01-2013,31,4.3
45.937,-89.255,01-11-2013,30,4.6
45.937,-89.255,01-09-2014,30,42
45.937,-89.255,01-04-2015,30,125
45.937,-89.255,01-09-2016,30,0
45.937,-89.255,01-04-2018,30,0
45.937,-89.255,01-05-2018,31,0
45.937,-89.255,01-10-2018,31,0
45.9349,-89.2517,01-05-2001,31,96.9
45.9349,-89.2517,01-05-2007,31,89.9
39.859,-75.4117,01-12-2000,31,81.6
47.4095,-122.8463,01-10-2001,31,224.5
35.3603,-96.9688,01-08-2000,31,0
42.9797,-70.942,01-07-2006,31,156.3
40.54386,-80.55863,01-09-2006,30,118.2
40.54386,-80.55863,01-10-2006,31,131.8
40.54386,-80.55863,01-01-2007,31,77.2
40.54386,-80.55863,01-02-2007,28,26
40.54386,-80.55863,01-03-2007,31,101.4
40.54386,-80.55863,01-04-2007,30,71.4
40.54386,-80.55863,01-05-2007,31,42
40.54386,-80.55863,01-09-2007,30,117.8
40.54386,-80.55863,01-10-2007,31,46.4
40.54386,-80.55863,01-11-2007,30,83.6
40.54386,-80.55863,01-12-2007,31,81.2
40.54386,-80.55863,01-01-2008,31,34
40.54386,-80.55863,01-02-2008,29,77.8
40.54386,-80.55863,01-03-2008,31,26.8
40.54386,-80.55863,01-04-2008,30,41.2
40.54386,-80.55863,01-05-2008,31,71.4
40.54386,-80.55863,01-09-2008,30,56
40.54386,-80.55863,01-10-2008,31,42.6
33.215,-86.393,01-11-2003,30,115.7
33.215,-86.393,01-01-2004,31,71.6
33.215,-86.393,01-05-2004,31,100
33.215,-86.393,01-06-2004,30,69.5
33.215,-86.393,01-08-2004,31,78.7
33.215,-86.393,01-12-2004,31,169.8
40.1752,-75.6583,01-01-2013,31,76.6
40.1752,-75.6583,01-08-2014,31,23.1
40.1752,-75.6583,01-12-2016,31,6.6
40.1752,-75.6583,01-09-2017,30,48.3
40.1752,-75.6583,01-10-2017,31,90.6
40.1752,-75.6583,01-11-2017,30,25.9
40.1752,-75.6583,01-12-2017,31,25.6
40.1752,-75.6583,01-05-2018,31,116
40.1752,-75.6583,01-08-2018,31,152.8
40.1752,-75.6583,01-10-2018,31,42.6
40.1752,-75.6583,01-11-2018,30,131
40.1752,-75.6583,01-12-2018,31,89.1
40.1752,-75.6583,01-01-2019,31,33.1
40.1752,-75.6583,01-03-2019,31,23.6
40.1752,-75.6583,01-05-2019,31,89.8
